# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 24 15:25:48 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
Kepler-1941 b,Kepler-1941,2021,Kepler,,,1.23,1494.3900000
Kepler-1942 b,Kepler-1942,2021,Kepler,,,0.85,842.4920000
Kepler-1943 b,Kepler-1943,2021,Kepler,,,1.05,1004.5500000
Kepler-1944 b,Kepler-1944,2021,Kepler,0.091900,,1.07,1076.4800000
Kepler-1945 b,Kepler-1945,2021,Kepler,0.059700,,0.77,
Kepler-1946 b,Kepler-1946,2021,Kepler,0.039400,,0.89,1002.1200000
Kepler-1947 b,Kepler-1947,2021,Kepler,0.071100,,0.98,468.7710000
Kepler-1948 b,Kepler-1948,2021,Kepler,0.098900,,0.53,193.9030000
Kepler-1949 b,Kepler-1949,2021,Kepler,,,1.08,2617.3500000
Kepler-195 b,Kepler-195,2014,Kepler,,,0.89,652.0510000
Kepler-195 c,Kepler-195,2014,Kepler,,,0.83,652.0510000
Kepler-1950 b,Kepler-1950,2021,Kepler,,,0.97,697.2530000
Kepler-1951 b,Kepler-1951,2021,Kepler,0.135900,,0.78,1277.3200000
Kepler-1952 b,Kepler-1952,2021,Kepler,0.172400,,0.92,852.0620000
Kepler-1953 b,Kepler-1953,2021,Kepler,0.060700,,0.79,605.6310000
Kepler-1954 b,Kepler-1954,2021,Kepler,0.062500,,0.94,1373.8300000
Kepler-1955 b,Kepler-1955,2021,Kepler,,,1.05,449.3510000
Kepler-1956 b,Kepler-1956,2021,Kepler,0.056300,,0.67,360.4680000
Kepler-1957 b,Kepler-1957,2021,Kepler,,,0.75,460.8990000
Kepler-1958 b,Kepler-1958,2021,Kepler,,,0.96,1320.3800000
Kepler-1959 b,Kepler-1959,2021,Kepler,0.061700,,0.77,479.2630000
Kepler-196 b,Kepler-196,2014,Kepler,,,0.87,451.3120000
Kepler-196 c,Kepler-196,2014,Kepler,,,0.87,451.3120000
Kepler-196 d,Kepler-196,2021,Kepler,,,0.87,451.3120000
Kepler-1960 b,Kepler-1960,2021,Kepler,0.035400,,1.12,1527.5600000
Kepler-1961 b,Kepler-1961,2021,Kepler,,,0.88,1042.4500000
Kepler-1962 b,Kepler-1962,2021,Kepler,0.076400,,0.93,866.8260000
Kepler-1963 b,Kepler-1963,2021,Kepler,,,0.96,492.8470000
Kepler-1964 b,Kepler-1964,2021,Kepler,0.032000,,0.73,
Kepler-1965 b,Kepler-1965,2021,Kepler,0.230500,,0.93,521.7910000
Kepler-1966 b,Kepler-1966,2021,Kepler,0.072100,,0.67,484.6010000
Kepler-1967 b,Kepler-1967,2021,Kepler,,,1.00,249.1020000
Kepler-1968 b,Kepler-1968,2021,Kepler,0.069600,,0.84,750.9300000
Kepler-1969 b,Kepler-1969,2021,Kepler,,,1.11,1204.5400000
Kepler-197 b,Kepler-197,2014,Kepler,,,1.09,330.5750000
Kepler-197 c,Kepler-197,2014,Kepler,,,1.09,330.5750000
Kepler-197 d,Kepler-197,2014,Kepler,0.119400,,0.92,330.5750000
Kepler-197 e,Kepler-197,2014,Kepler,0.163800,,0.92,330.5750000
Kepler-1972 b,Kepler-1972,2014,Kepler,0.079400,,1.17,287.3390000
Kepler-1972 c,Kepler-1972,2014,Kepler,,0.00664,1.12,287.3390000
Kepler-198 b,Kepler-198,2014,Kepler,,,0.97,495.3580000
Kepler-198 c,Kepler-198,2014,Kepler,0.259600,,0.95,495.3580000
Kepler-198 d,Kepler-198,2016,Kepler,0.023100,,0.95,495.3580000
Kepler-199 b,Kepler-199,2014,Kepler,,,,521.0540000
Kepler-199 c,Kepler-199,2014,Kepler,0.321100,,0.98,521.0540000
Kepler-20 b,Kepler-20,2011,Kepler,,,0.96,282.5630000
Kepler-20 c,Kepler-20,2011,Kepler,0.093000,0.05100,0.91,282.5630000
Kepler-20 d,Kepler-20,2011,Kepler,,,0.95,282.5630000
Kepler-20 e,Kepler-20,2011,Kepler,0.062600,,0.88,282.5630000
Kepler-20 f,Kepler-20,2011,Kepler,,,0.95,282.5630000
Kepler-20 g,Kepler-20,2016,Multiple Observatories,0.205500,0.06280,0.95,282.5630000
Kepler-200 b,Kepler-200,2014,Kepler,0.080000,,,665.9120000
Kepler-200 c,Kepler-200,2014,Kepler,0.093000,,1.04,665.9120000
Kepler-201 b,Kepler-201,2014,Kepler,,,,636.4450000
Kepler-201 c,Kepler-201,2014,Kepler,,,1.21,636.4450000
Kepler-202 b,Kepler-202,2014,Kepler,0.044900,,0.75,285.1110000
Kepler-202 c,Kepler-202,2014,Kepler,0.114700,,0.76,285.1110000
Kepler-203 b,Kepler-203,2014,Kepler,0.042400,,1.01,703.3020000
Kepler-203 c,Kepler-203,2014,Kepler,,,1.00,703.3020000
Kepler-203 d,Kepler-203,2014,Kepler,0.099200,,1.01,703.3020000
Kepler-204 b,Kepler-204,2014,Kepler,0.115600,,0.99,686.7230000
Kepler-204 c,Kepler-204,2014,Kepler,,,1.04,686.7230000
Kepler-205 b,Kepler-205,2014,Kepler,,,0.67,159.7200000
Kepler-205 c,Kepler-205,2014,Kepler,0.116400,,0.51,159.7200000
Kepler-206 b,Kepler-206,2014,Kepler,,,1.05,594.4470000
Kepler-206 c,Kepler-206,2014,Kepler,0.110000,,1.02,594.4470000
Kepler-206 d,Kepler-206,2014,Kepler,0.159500,,0.98,594.4470000
Kepler-207 b,Kepler-207,2014,Kepler,0.029000,,,875.5190000
Kepler-207 c,Kepler-207,2014,Kepler,0.042300,,1.06,875.5190000
Kepler-207 d,Kepler-207,2014,Kepler,0.065100,,1.06,875.5190000
Kepler-208 b,Kepler-208,2014,Kepler,0.054000,,,775.3280000
Kepler-208 c,Kepler-208,2014,Kepler,0.079000,,,775.3280000
Kepler-208 d,Kepler-208,2014,Kepler,,,,775.3280000
Kepler-208 e,Kepler-208,2014,Kepler,0.130600,,1.12,775.3280000
Kepler-209 b,Kepler-209,2014,Kepler,,,0.96,576.9460000
Kepler-209 c,Kepler-209,2014,Kepler,0.225500,,0.88,576.9460000
Kepler-21 b,Kepler-21,2012,Kepler,0.042700,,1.34,108.5220000
Kepler-210 b,Kepler-210,2014,Kepler,0.029200,,0.55,232.7500000
Kepler-210 c,Kepler-210,2014,Kepler,,,0.72,232.7500000
Kepler-211 b,Kepler-211,2014,Kepler,0.049300,,0.93,309.3530000
Kepler-211 c,Kepler-211,2014,Kepler,,,0.90,309.3530000
Kepler-212 b,Kepler-212,2014,Kepler,,,1.07,687.1940000
Kepler-212 c,Kepler-212,2014,Kepler,0.205300,,1.14,687.1940000
Kepler-213 b,Kepler-213,2014,Kepler,0.035000,,0.98,634.9390000
Kepler-213 c,Kepler-213,2014,Kepler,0.057000,,,634.9390000
Kepler-214 b,Kepler-214,2014,Kepler,0.128000,,1.15,1208.4400000
Kepler-214 c,Kepler-214,2014,Kepler,,,1.12,1208.4400000
Kepler-215 b,Kepler-215,2014,Kepler,0.086000,,0.98,485.9970000
Kepler-215 c,Kepler-215,2014,Kepler,0.109500,,0.81,485.9970000
Kepler-215 d,Kepler-215,2014,Kepler,0.185000,,,485.9970000
Kepler-215 e,Kepler-215,2014,Kepler,,,1.01,485.9970000
Kepler-216 b,Kepler-216,2014,Kepler,,,1.14,1187.4700000
Kepler-216 c,Kepler-216,2014,Kepler,0.137000,,1.13,1187.4700000
Kepler-217 b,Kepler-217,2014,Kepler,,,1.40,1104.6400000
Kepler-217 c,Kepler-217,2014,Kepler,0.092400,,1.43,1104.6400000
Kepler-217 d,Kepler-217,2016,Kepler,0.054500,,1.43,1104.6400000
Kepler-218 b,Kepler-218,2014,Kepler,0.045900,,0.98,656.3800000
Kepler-218 c,Kepler-218,2014,Kepler,,,,656.3800000
Kepler-218 d,Kepler-218,2016,Kepler,0.491000,,1.02,656.3800000
Kepler-219 b,Kepler-219,2014,Kepler,0.057000,,1.17,787.0700000
Kepler-219 c,Kepler-219,2014,Kepler,0.165900,,1.18,787.0700000
Kepler-219 d,Kepler-219,2014,Kepler,0.272000,,,787.0700000
Kepler-22 b,Kepler-22,2011,Kepler,,,0.90,194.6420000
Kepler-220 b,Kepler-220,2014,Kepler,,,0.70,171.1090000
Kepler-220 c,Kepler-220,2014,Kepler,0.073300,,0.64,171.1090000
Kepler-220 d,Kepler-220,2014,Kepler,0.162000,,0.72,171.1090000
Kepler-220 e,Kepler-220,2014,Kepler,,,0.65,171.1090000
Kepler-221 b,Kepler-221,2014,Kepler,0.036500,,0.83,385.2310000
Kepler-221 c,Kepler-221,2014,Kepler,0.055900,,0.72,385.2310000
Kepler-221 d,Kepler-221,2014,Kepler,,,0.91,385.2310000
Kepler-221 e,Kepler-221,2014,Kepler,0.130000,,,385.2310000
Kepler-222 b,Kepler-222,2014,Kepler,0.048000,,,758.8540000
Kepler-222 c,Kepler-222,2014,Kepler,,,0.87,758.8540000
Kepler-222 d,Kepler-222,2014,Kepler,0.177700,,0.94,758.8540000
Kepler-223 b,Kepler-223,2014,Kepler,,,1.04,1859.7100000
Kepler-223 c,Kepler-223,2014,Kepler,,,1.04,1859.7100000
Kepler-223 d,Kepler-223,2014,Kepler,0.113900,,0.90,1859.7100000
Kepler-223 e,Kepler-223,2014,Kepler,,,1.04,1859.7100000
Kepler-224 b,Kepler-224,2014,Kepler,,,0.84,782.0880000
Kepler-224 c,Kepler-224,2014,Kepler,,,0.84,782.0880000
Kepler-224 d,Kepler-224,2014,Kepler,,,,782.0880000
Kepler-224 e,Kepler-224,2014,Kepler,,,,782.0880000
Kepler-225 b,Kepler-225,2014,Kepler,,,0.66,561.1010000
Kepler-225 c,Kepler-225,2014,Kepler,0.106900,,0.46,561.1010000
Kepler-226 b,Kepler-226,2014,Kepler,0.047000,,0.91,980.1380000
Kepler-226 c,Kepler-226,2014,Kepler,,,0.92,980.1380000
Kepler-226 d,Kepler-226,2014,Kepler,0.074300,,0.83,980.1380000
Kepler-227 b,Kepler-227,2014,Kepler,,,0.97,1083.0600000
Kepler-227 c,Kepler-227,2014,Kepler,0.286000,,1.05,1083.0600000
Kepler-228 b,Kepler-228,2014,Kepler,0.037400,,1.05,1644.6100000
Kepler-228 c,Kepler-228,2014,Kepler,0.052000,,,1644.6100000
Kepler-228 d,Kepler-228,2014,Kepler,0.099200,,1.05,1644.6100000
Kepler-229 b,Kepler-229,2014,Kepler,0.062000,,0.79,826.2650000
Kepler-229 c,Kepler-229,2014,Kepler,,,,826.2650000
Kepler-229 d,Kepler-229,2014,Kepler,0.218300,,0.83,826.2650000
Kepler-23 b,Kepler-23,2011,Kepler,,,1.06,835.7560000
Kepler-23 c,Kepler-23,2011,Kepler,,0.18900,1.08,835.7560000
Kepler-23 d,Kepler-23,2014,Kepler,0.123500,,1.08,835.7560000
Kepler-230 b,Kepler-230,2014,Kepler,,,0.92,740.7540000
Kepler-230 c,Kepler-230,2014,Kepler,,,0.92,740.7540000
Kepler-231 b,Kepler-231,2014,Kepler,,,0.59,316.6180000
Kepler-231 c,Kepler-231,2014,Kepler,0.112500,,0.51,316.6180000
Kepler-232 b,Kepler-232,2014,Kepler,0.053600,,1.05,1349.1300000
Kepler-232 c,Kepler-232,2014,Kepler,,,0.98,1349.1300000
Kepler-233 b,Kepler-233,2014,Kepler,0.077000,,,856.4170000
Kepler-233 c,Kepler-233,2014,Kepler,,,0.88,856.4170000
Kepler-234 b,Kepler-234,2014,Kepler,0.039900,,1.15,1733.1000000
Kepler-234 c,Kepler-234,2014,Kepler,0.077000,,,1733.1000000
Kepler-235 b,Kepler-235,2014,Kepler,0.034800,,0.50,428.0180000
Kepler-235 c,Kepler-235,2014,Kepler,0.061700,,0.51,428.0180000
Kepler-235 d,Kepler-235,2014,Kepler,,,0.64,428.0180000
Kepler-235 e,Kepler-235,2014,Kepler,,,0.64,428.0180000
Kepler-236 b,Kepler-236,2014,Kepler,,,0.59,288.7630000
Kepler-236 c,Kepler-236,2014,Kepler,,,,288.7630000
Kepler-237 b,Kepler-237,2014,Kepler,,,,657.8220000
Kepler-237 c,Kepler-237,2014,Kepler,0.071200,,0.73,657.8220000
Kepler-238 b,Kepler-238,2014,Kepler,0.034000,,,1798.7500000
Kepler-238 c,Kepler-238,2014,Kepler,0.067000,,1.06,1798.7500000
Kepler-238 d,Kepler-238,2014,Kepler,,,1.00,1798.7500000
Kepler-238 e,Kepler-238,2013,Kepler,0.164400,,1.06,1798.7500000
Kepler-238 f,Kepler-238,2013,Kepler,,,1.00,1798.7500000
Kepler-239 b,Kepler-239,2014,Kepler,0.092000,,0.76,648.1090000
Kepler-239 c,Kepler-239,2014,Kepler,0.266500,,0.80,648.1090000
Kepler-24 b,Kepler-24,2011,Kepler,0.078300,,0.96,1156.8100000
Kepler-24 c,Kepler-24,2011,Kepler,,,1.11,1156.8100000
Kepler-24 d,Kepler-24,2014,Kepler,0.049200,,0.88,1156.8100000
Kepler-24 e,Kepler-24,2014,Kepler,0.140000,,1.02,1156.8100000
Kepler-240 b,Kepler-240,2014,Kepler,0.046100,,0.76,746.9270000
Kepler-240 c,Kepler-240,2014,Kepler,0.073200,,0.82,746.9270000
Kepler-241 b,Kepler-241,2014,Kepler,,,,
Kepler-241 c,Kepler-241,2014,Kepler,,,0.74,
Kepler-242 b,Kepler-242,2014,Kepler,,,0.77,600.2410000
Kepler-242 c,Kepler-242,2014,Kepler,0.107400,,0.79,600.2410000
Kepler-243 b,Kepler-243,2014,Kepler,0.061100,,0.93,693.8600000
Kepler-243 c,Kepler-243,2014,Kepler,,,,693.8600000
Kepler-244 b,Kepler-244,2014,Kepler,,,,1036.4900000
Kepler-244 c,Kepler-244,2014,Kepler,0.087000,,,1036.4900000
Kepler-244 d,Kepler-244,2014,Kepler,,,0.95,1036.4900000
Kepler-245 b,Kepler-245,2014,Kepler,,,0.84,861.5270000
Kepler-245 c,Kepler-245,2014,Kepler,0.122500,,0.80,861.5270000
Kepler-245 d,Kepler-245,2014,Kepler,,,0.86,861.5270000
Kepler-245 e,Kepler-245,2016,Kepler,,,0.84,861.5270000
Kepler-246 b,Kepler-246,2014,Kepler,0.049000,,0.76,626.0780000
Kepler-246 c,Kepler-246,2014,Kepler,,,0.90,626.0780000
Kepler-247 b,Kepler-247,2014,Kepler,,,0.81,663.7110000
Kepler-247 c,Kepler-247,2014,Kepler,,,0.81,663.7110000
Kepler-247 d,Kepler-247,2014,Kepler,,,,663.7110000
Kepler-248 b,Kepler-248,2014,Kepler,0.066000,,,738.7920000
Kepler-248 c,Kepler-248,2014,Kepler,,,0.88,738.7920000
Kepler-249 b,Kepler-249,2014,Kepler,0.035000,,,190.4010000
Kepler-249 c,Kepler-249,2014,Kepler,,,0.51,190.4010000
Kepler-249 d,Kepler-249,2014,Kepler,,,0.51,190.4010000
Kepler-25 b,Kepler-25,2011,Kepler,,,1.20,243.2490000
Kepler-25 c,Kepler-25,2011,Kepler,,,1.26,243.2490000
Kepler-25 d,Kepler-25,2014,W. M. Keck Observatory,,0.22600,1.17,243.2490000
Kepler-250 b,Kepler-250,2014,Kepler,0.046000,,0.75,760.5850000
Kepler-250 c,Kepler-250,2014,Kepler,,,,760.5850000
Kepler-250 d,Kepler-250,2014,Kepler,,,0.83,760.5850000
Kepler-251 b,Kepler-251,2014,Kepler,0.055000,,0.96,924.6250000
Kepler-251 c,Kepler-251,2014,Kepler,0.119900,,0.84,924.6250000
Kepler-251 d,Kepler-251,2014,Kepler,0.187000,,0.96,924.6250000
Kepler-251 e,Kepler-251,2014,Kepler,0.412600,,0.94,924.6250000
Kepler-252 b,Kepler-252,2014,Kepler,0.059000,,0.61,379.4240000
Kepler-252 c,Kepler-252,2014,Kepler,0.081450,,0.61,379.4240000
Kepler-253 b,Kepler-253,2014,Kepler,0.045500,,0.87,838.5950000
Kepler-253 c,Kepler-253,2014,Kepler,0.088000,,0.87,838.5950000
Kepler-253 d,Kepler-253,2014,Kepler,0.129100,,0.87,838.5950000
Kepler-254 b,Kepler-254,2014,Kepler,,,,1389.4800000
Kepler-254 c,Kepler-254,2014,Kepler,,,0.99,1389.4800000
Kepler-254 d,Kepler-254,2014,Kepler,0.137000,,0.97,1389.4800000
Kepler-255 b,Kepler-255,2014,Kepler,,,,1052.5300000
Kepler-255 c,Kepler-255,2014,Kepler,0.092000,,,1052.5300000
Kepler-255 d,Kepler-255,2016,Kepler,,,0.86,1052.5300000
Kepler-256 b,Kepler-256,2014,Kepler,0.027700,,1.07,1026.4300000
Kepler-256 c,Kepler-256,2014,Kepler,0.043400,,0.95,1026.4300000
Kepler-256 d,Kepler-256,2014,Kepler,0.064000,,,1026.4300000
Kepler-256 e,Kepler-256,2014,Kepler,,,0.98,1026.4300000
Kepler-257 b,Kepler-257,2014,Kepler,,,0.82,780.2560000
Kepler-257 c,Kepler-257,2014,Kepler,0.062000,,0.74,780.2560000
Kepler-257 d,Kepler-257,2014,Kepler,,,0.82,780.2560000
Kepler-258 b,Kepler-258,2014,Kepler,,,,575.9880000
Kepler-258 c,Kepler-258,2014,Kepler,0.191600,,0.83,575.9880000
Kepler-259 b,Kepler-259,2014,Kepler,0.078500,,0.98,1002.1400000
Kepler-259 c,Kepler-259,2014,Kepler,,,0.99,1002.1400000
Kepler-26 b,Kepler-26,2011,Kepler,,,0.70,335.3070000
Kepler-26 c,Kepler-26,2011,Kepler,,0.01951,0.54,335.3070000
Kepler-26 d,Kepler-26,2014,Kepler,0.039000,,,335.3070000
Kepler-26 e,Kepler-26,2014,Kepler,0.220000,,,335.3070000
Kepler-260 b,Kepler-260,2014,Kepler,0.075000,,,627.3650000
Kepler-260 c,Kepler-260,2014,Kepler,,,0.92,627.3650000
Kepler-261 b,Kepler-261,2014,Kepler,0.088600,,0.86,317.4990000
Kepler-261 c,Kepler-261,2014,Kepler,0.154700,,0.82,317.4990000
Kepler-262 b,Kepler-262,2014,Kepler,,,0.95,613.1290000
Kepler-262 c,Kepler-262,2014,Kepler,,,1.03,613.1290000
Kepler-263 b,Kepler-263,2014,Kepler,,,0.88,754.7470000
Kepler-263 c,Kepler-263,2014,Kepler,0.240700,,0.83,754.7470000
Kepler-264 b,Kepler-264,2014,Kepler,,,1.21,942.1730000
Kepler-264 c,Kepler-264,2014,Kepler,0.578500,,1.32,942.1730000
Kepler-265 b,Kepler-265,2014,Kepler,0.071600,,1.04,1280.2500000
Kepler-265 c,Kepler-265,2014,Kepler,,,1.09,1280.2500000
Kepler-265 d,Kepler-265,2014,Kepler,0.236000,,,1280.2500000
Kepler-265 e,Kepler-265,2014,Kepler,0.319000,,,1280.2500000
Kepler-266 b,Kepler-266,2014,Kepler,0.067800,,0.95,1370.7900000
Kepler-266 c,Kepler-266,2014,Kepler,0.451000,,1.05,1370.7900000
Kepler-267 b,Kepler-267,2014,Kepler,,,0.54,264.9930000
Kepler-267 c,Kepler-267,2014,Kepler,,,0.54,264.9930000
Kepler-267 d,Kepler-267,2014,Kepler,,,0.59,264.9930000
Kepler-268 b,Kepler-268,2014,Kepler,,,1.13,851.8700000
Kepler-268 c,Kepler-268,2014,Kepler,,,,851.8700000
Kepler-269 b,Kepler-269,2014,Kepler,0.060100,,1.02,2257.3200000
Kepler-269 c,Kepler-269,2014,Kepler,,,,2257.3200000
Kepler-27 b,Kepler-27,2011,Kepler,,,0.95,1044.3600000
Kepler-27 c,Kepler-27,2011,Kepler,,,0.94,1044.3600000
Kepler-27 d,Kepler-27,2021,Kepler,0.066800,,0.93,1044.3600000
Kepler-270 b,Kepler-270,2014,Kepler,,,1.16,948.7810000
Kepler-270 c,Kepler-270,2014,Kepler,0.176800,,1.16,948.7810000
Kepler-271 b,Kepler-271,2014,Kepler,0.087500,,0.82,404.5420000
Kepler-271 c,Kepler-271,2014,Kepler,,,,404.5420000
Kepler-271 d,Kepler-271,2016,Kepler,0.055400,,0.82,404.5420000
Kepler-272 b,Kepler-272,2014,Kepler,0.037200,,0.78,889.6080000
Kepler-272 c,Kepler-272,2014,Kepler,0.059800,,0.78,889.6080000
Kepler-272 d,Kepler-272,2014,Kepler,0.089000,,0.79,889.6080000
Kepler-273 b,Kepler-273,2014,Kepler,0.039000,,0.92,713.9640000
Kepler-273 c,Kepler-273,2014,Kepler,0.072100,,0.78,713.9640000
Kepler-274 b,Kepler-274,2014,Kepler,0.100200,,0.99,1333.6200000
Kepler-274 c,Kepler-274,2014,Kepler,,,1.01,1333.6200000
Kepler-275 b,Kepler-275,2014,Kepler,0.102200,,1.34,2034.2500000
Kepler-275 c,Kepler-275,2014,Kepler,0.137500,,1.34,2034.2500000
Kepler-275 d,Kepler-275,2014,Kepler,0.225000,,1.20,2034.2500000
Kepler-276 b,Kepler-276,2014,Kepler,,,1.03,1144.8600000
Kepler-276 c,Kepler-276,2013,Kepler,,,,1144.8600000
Kepler-276 d,Kepler-276,2013,Kepler,,,1.03,1144.8600000
Kepler-277 b,Kepler-277,2013,Kepler,,,1.21,976.6430000
Kepler-277 c,Kepler-277,2013,Kepler,,,1.08,976.6430000
Kepler-278 b,Kepler-278,2014,Kepler,,,,443.0300000
Kepler-278 c,Kepler-278,2014,Kepler,,,,443.0300000
Kepler-279 b,Kepler-279,2014,Kepler,,,1.42,1037.4000000
Kepler-279 c,Kepler-279,2013,Kepler,0.223600,,1.16,1037.4000000
Kepler-279 d,Kepler-279,2013,Kepler,,,,1037.4000000
Kepler-28 b,Kepler-28,2011,Kepler,,,0.77,438.3590000
Kepler-28 c,Kepler-28,2011,Kepler,0.071000,,0.59,438.3590000
Kepler-280 b,Kepler-280,2014,Kepler,,,0.95,780.3610000
Kepler-280 c,Kepler-280,2014,Kepler,,,0.95,780.3610000
Kepler-281 b,Kepler-281,2014,Kepler,,,,1745.4500000
Kepler-281 c,Kepler-281,2014,Kepler,,,0.95,1745.4500000
Kepler-281 d,Kepler-281,2021,Kepler,,,0.95,1745.4500000
Kepler-282 b,Kepler-282,2014,Kepler,,,1.06,1337.6100000
Kepler-282 c,Kepler-282,2014,Kepler,,,0.90,1337.6100000
Kepler-282 d,Kepler-282,2013,Kepler,0.164800,,0.97,1337.6100000
Kepler-282 e,Kepler-282,2013,Kepler,,0.17700,0.97,1337.6100000
Kepler-283 b,Kepler-283,2014,Kepler,,,0.63,468.0940000
Kepler-283 c,Kepler-283,2014,Kepler,,,,468.0940000
Kepler-284 b,Kepler-284,2014,Kepler,0.103200,,0.91,1031.9500000
Kepler-284 c,Kepler-284,2014,Kepler,,,0.93,1031.9500000
Kepler-285 b,Kepler-285,2014,Kepler,0.035900,,0.90,824.3100000
Kepler-285 c,Kepler-285,2014,Kepler,,,,824.3100000
Kepler-286 b,Kepler-286,2014,Kepler,,,,1226.8500000
Kepler-286 c,Kepler-286,2014,Kepler,,,0.99,1226.8500000
Kepler-286 d,Kepler-286,2014,Kepler,0.064000,,1.00,1226.8500000
Kepler-286 e,Kepler-286,2014,Kepler,,,,1226.8500000
Kepler-287 b,Kepler-287,2014,Kepler,0.143300,,0.95,835.8600000
Kepler-287 c,Kepler-287,2014,Kepler,,,0.96,835.8600000
Kepler-288 b,Kepler-288,2014,Kepler,,,1.01,1194.1500000
Kepler-288 c,Kepler-288,2014,Kepler,0.145000,,1.08,1194.1500000
Kepler-288 d,Kepler-288,2014,Kepler,,,,1194.1500000
Kepler-289 b,Kepler-289,2014,Kepler,,,,704.4380000
Kepler-289 c,Kepler-289,2014,Kepler,0.491300,,1.00,704.4380000
Kepler-289 d,Kepler-289,2014,Kepler,0.330000,0.01300,1.08,704.4380000
Kepler-29 b,Kepler-29,2011,Kepler,0.092000,,0.97,832.5320000
Kepler-29 c,Kepler-29,2011,Kepler,,,,832.5320000
Kepler-290 b,Kepler-290,2014,Kepler,0.110000,,,694.6270000
Kepler-290 c,Kepler-290,2014,Kepler,,,0.79,694.6270000
Kepler-291 b,Kepler-291,2014,Kepler,0.046900,,1.09,1786.4800000
Kepler-291 c,Kepler-291,2014,Kepler,0.064400,,1.09,1786.4800000
Kepler-292 b,Kepler-292,2014,Kepler,0.035000,,0.83,1056.4800000
Kepler-292 c,Kepler-292,2014,Kepler,0.045700,,0.92,1056.4800000
Kepler-292 d,Kepler-292,2014,Kepler,0.070100,,0.92,1056.4800000
Kepler-292 e,Kepler-292,2014,Kepler,,,0.85,1056.4800000
Kepler-292 f,Kepler-292,2014,Kepler,0.138900,,0.82,1056.4800000
Kepler-293 b,Kepler-293,2014,Kepler,0.138000,,0.95,974.6330000
Kepler-293 c,Kepler-293,2014,Kepler,0.283800,,1.04,974.6330000
Kepler-294 b,Kepler-294,2014,Kepler,,,,1357.0100000
Kepler-294 c,Kepler-294,2014,Kepler,0.069800,,1.03,1357.0100000
Kepler-295 b,Kepler-295,2014,Kepler,0.099000,,,1699.1900000
Kepler-295 c,Kepler-295,2014,Kepler,,,0.89,1699.1900000
Kepler-295 d,Kepler-295,2014,Kepler,0.192000,,,1699.1900000
Kepler-296 b,Kepler-296,2014,Kepler,,,,
Kepler-296 c,Kepler-296,2014,Kepler,0.046000,,0.38,
Kepler-296 d,Kepler-296,2014,Kepler,,,0.21,
Kepler-296 e,Kepler-296,2014,Kepler,0.149200,,0.38,
Kepler-296 f,Kepler-296,2014,Kepler,,,0.38,
Kepler-297 b,Kepler-297,2014,Kepler,0.228000,,1.04,692.1400000
Kepler-297 c,Kepler-297,2014,Kepler,,,,692.1400000
Kepler-298 b,Kepler-298,2014,Kepler,0.081100,,0.66,518.2040000
Kepler-298 c,Kepler-298,2014,Kepler,0.138000,,0.66,518.2040000
Kepler-298 d,Kepler-298,2014,Kepler,0.311000,,0.67,518.2040000
Kepler-299 b,Kepler-299,2014,Kepler,0.040000,,,1052.2400000
Kepler-299 c,Kepler-299,2014,Kepler,,,1.00,1052.2400000
Kepler-299 d,Kepler-299,2014,Kepler,0.119000,,1.00,1052.2400000
Kepler-299 e,Kepler-299,2014,Kepler,0.223100,,1.01,1052.2400000
Kepler-30 b,Kepler-30,2012,Kepler,0.180000,0.03600,0.99,914.2210000
Kepler-30 c,Kepler-30,2012,Kepler,0.299800,,0.99,914.2210000
Kepler-30 d,Kepler-30,2012,Kepler,0.533600,,0.99,914.2210000
Kepler-300 b,Kepler-300,2014,Kepler,,,1.07,1098.4500000
Kepler-300 c,Kepler-300,2014,Kepler,0.229300,,0.97,1098.4500000
Kepler-301 b,Kepler-301,2014,Kepler,,,1.00,719.1660000
Kepler-301 c,Kepler-301,2014,Kepler,0.060000,,,719.1660000
Kepler-301 d,Kepler-301,2014,Kepler,0.110300,,0.94,719.1660000
Kepler-302 b,Kepler-302,2014,Kepler,0.191000,,1.02,1402.5800000
Kepler-302 c,Kepler-302,2014,Kepler,0.490200,,0.97,1402.5800000
Kepler-303 b,Kepler-303,2014,Kepler,,,0.64,209.7380000
Kepler-303 c,Kepler-303,2014,Kepler,,,0.52,209.7380000
Kepler-304 b,Kepler-304,2014,Kepler,,,0.75,434.6840000
Kepler-304 c,Kepler-304,2014,Kepler,,,0.75,434.6840000
Kepler-304 d,Kepler-304,2014,Kepler,,,0.75,434.6840000
Kepler-304 e,Kepler-304,2016,Kepler,0.024100,,0.83,434.6840000
Kepler-305 b,Kepler-305,2013,Kepler,,,0.82,868.4770000
Kepler-305 c,Kepler-305,2013,Kepler,0.073300,,0.76,868.4770000
Kepler-305 d,Kepler-305,2014,Kepler,,,0.85,868.4770000
